Group,Block,Trial,Sentence,Verb,Noun1,Noun2,ContextNounObj,Type,List,Bias,AudioFile,CongruentPic,IncongruentPic,image1,image2,targetlocation,image1type,image2type,moddirection,instdirection,VerbTime,audiodur,GitLink_image1,GitLink_image2,GitLink_AudioFile,Rand
B,Post,103,Tom crushed the pig with the flower,crushed,pig,flower,pigmallet,Sentence,2,Inst,tompigflower_nopauses.mp3,tompigflowerinstleft2_context.png,tompigflowermodright2_context.png,tompigflowermodright2_context.png,tompigflowerinstleft2_context.png,2,mod,inst,R,L,576,3019,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/tompigflowermodright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/tompigflowerinstleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_post/tompigflower_nopauses.mp3?raw=true,0.109942167
B,Post,91,Tom rubbed the pig with the soap,rubbed,pig,soap,pigtennisracket,Sentence,2,Inst,tompigsoap_nopauses.mp3,tompigsoapinstright2_context.png,tompigsoapmodleft2_context.png,tompigsoapinstright2_context.png,tompigsoapmodleft2_context.png,1,inst,mod,L,R,565,2727,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/tompigsoapinstright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/tompigsoapmodleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_post/tompigsoap_nopauses.mp3?raw=true,0.11440289
B,Post,82,Kate jabbed the gorilla with the stick of celery,jabbed,gorilla,stick of celery,gorillamallet,Sentence,2,Inst,kategorillacelery_nopauses.mp3,kategorillaceleryinstright2_context.png,kategorillacelerymodleft2_context.png,kategorillaceleryinstright2_context.png,kategorillacelerymodleft2_context.png,1,inst,mod,L,R,421,3689,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/kategorillaceleryinstright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/kategorillacelerymodleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_post/kategorillacelery_nopauses.mp3?raw=true,0.124191242
B,Post,26,Kate knocked on the cow with the cucumber,knocked on,cow,cucumber,cowladle,Sentence,2,Inst,katecowcucumber_nopauses.mp3,katecowcucumberinstright2_context.png,katecowcucumbermodleft2_context.png,katecowcucumberinstright2_context.png,katecowcucumbermodleft2_context.png,1,inst,mod,L,R,444,2999,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/katecowcucumberinstright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/katecowcucumbermodleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_post/katecowcucumber_nopauses.mp3?raw=true,0.137351723
B,Post,134,Kate smashed the cow with the flower pot,smashed,cow,flower pot,cowoar,Sentence,2,Inst,katecowflowerpot_nopauses.mp3,katecowflowerpotinstleft2_context.png,katecowflowerpotmodright2_context.png,katecowflowerpotmodright2_context.png,katecowflowerpotinstleft2_context.png,2,mod,inst,R,L,426,3465,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/katecowflowerpotmodright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/katecowflowerpotinstleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_post/katecowflowerpot_nopauses.mp3?raw=true,0.141331476
B,Post,94,Kate rubbed the gorilla with the soap,rubbed,gorilla,soap,gorillatennisracket,Sentence,2,Inst,kategorillasoap_nopauses.mp3,kategorillasoapinstleft2_context.png,kategorillasoapmodright2_context.png,kategorillasoapmodright2_context.png,kategorillasoapinstleft2_context.png,2,mod,inst,R,L,425,2748,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/kategorillasoapmodright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/kategorillasoapinstleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_post/kategorillasoap_nopauses.mp3?raw=true,0.145811096
B,Post,17,Tom hit the frog with the ball,hit,frog,ball,frogoar,Sentence,2,Inst,tomfrogball_nopauses.mp3,tomfrogballinstright2_context.png,tomfrogballmodleft2_context.png,tomfrogballinstright2_context.png,tomfrogballmodleft2_context.png,1,inst,mod,L,R,466,2307,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/tomfrogballinstright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/tomfrogballmodleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_post/tomfrogball_nopauses.mp3?raw=true,0.146667519
B,Post,116,Kate stung the girl with the lightning bolt,stung,girl,lightning bolt,girltennisracket,Sentence,2,Inst,kategirllightningbolt_nopauses.mp3,kategirllightningboltinstleft2_context.png,kategirllightningboltmodright2_context.png,kategirllightningboltmodright2_context.png,kategirllightningboltinstleft2_context.png,2,mod,inst,R,L,396,3350,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/kategirllightningboltmodright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/kategirllightningboltinstleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_post/kategirllightningbolt_nopauses.mp3?raw=true,0.147950117
B,Post,99,Tom crushed the fox with the pear,crushed,fox,pear,foxladle,Sentence,2,Inst,tomfoxpear_nopauses.mp3,tomfoxpearinstleft2_context.png,tomfoxpearmodright2_context.png,tomfoxpearmodright2_context.png,tomfoxpearinstleft2_context.png,2,mod,inst,R,L,599,2928,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/tomfoxpearmodright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/tomfoxpearinstleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_post/tomfoxpear_nopauses.mp3?raw=true,0.152558114
B,Post,18,Kate hit the turtle with the ball,hit,turtle,ball,turtleoar,Sentence,2,Inst,kateturtleball_nopauses.mp3,kateturtleballinstleft2_context.png,kateturtleballmodright2_context.png,kateturtleballmodright2_context.png,kateturtleballinstleft2_context.png,2,mod,inst,R,L,387,2238,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/kateturtleballmodright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/kateturtleballinstleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_post/kateturtleball_nopauses.mp3?raw=true,0.152976514
B,Post,69,Tom scratched the whale with the coral,scratched,whale,coral,whaletennisracket,Sentence,2,Inst,tomwhalecoral_nopauses.mp3,tomwhalecoralinstright2_context.png,tomwhalecoralmodleft2_context.png,tomwhalecoralinstright2_context.png,tomwhalecoralmodleft2_context.png,1,inst,mod,L,R,562,3097,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/tomwhalecoralinstright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/tomwhalecoralmodleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_post/tomwhalecoral_nopauses.mp3?raw=true,0.154431993
B,Post,78,Kate jabbed the turtle with the carrot,jabbed,turtle,carrot,turtleladle,Sentence,2,Inst,kateturtlecarrot_nopauses.mp3,kateturtlecarrotinstright2_context.png,kateturtlecarrotmodleft2_context.png,kateturtlecarrotinstright2_context.png,kateturtlecarrotmodleft2_context.png,1,inst,mod,L,R,451,2932,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/kateturtlecarrotinstright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/kateturtlecarrotmodleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_post/kateturtlecarrot_nopauses.mp3?raw=true,0.169020444
B,Post,54,Kate tapped the turtle with the boots,tapped,turtle,boots,turtleladle,Sentence,2,Inst,kateturtleboots_nopauses.mp3,kateturtlebootsinstright2_context.png,kateturtlebootsmodleft2_context.png,kateturtlebootsinstright2_context.png,kateturtlebootsmodleft2_context.png,1,inst,mod,L,R,409,2609,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/kateturtlebootsinstright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/kateturtlebootsmodleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_post/kateturtleboots_nopauses.mp3?raw=true,0.169142958
B,Post,13,Tom hit the dolphin with the ball,hit,dolphin,ball,dolphinoar,Sentence,2,Inst,tomdolphinball_nopauses.mp3,tomdolphinballinstright2_context.png,tomdolphinballmodleft2_context.png,tomdolphinballinstright2_context.png,tomdolphinballmodleft2_context.png,1,inst,mod,L,R,572,2655,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/tomdolphinballinstright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/tomdolphinballmodleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_post/tomdolphinball_nopauses.mp3?raw=true,0.170117526
B,Post,34,Kate knocked on the gorilla with the tomato,knocked on,gorilla,tomato,gorillamallet,Sentence,2,Inst,kategorillatomato_nopauses.mp3,kategorillatomatoinstright2_context.png,kategorillatomatomodleft2_context.png,kategorillatomatoinstright2_context.png,kategorillatomatomodleft2_context.png,1,inst,mod,L,R,427,3327,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/kategorillatomatoinstright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/kategorillatomatomodleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_post/kategorillatomato_nopauses.mp3?raw=true,0.171773315
B,Post,143,Tom smashed the buffalo with the bowl,smashed,buffalo,bowl,buffalotennisracket,Sentence,2,Inst,tombuffalobowl_nopauses.mp3,tombuffalobowlinstright2_context.png,tombuffalobowlmodleft2_context.png,tombuffalobowlinstright2_context.png,tombuffalobowlmodleft2_context.png,1,inst,mod,L,R,669,3364,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/tombuffalobowlinstright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/tombuffalobowlmodleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_post/tombuffalobowl_nopauses.mp3?raw=true,0.176987861
B,Post,129,Tom slapped the whale with the net,slapped,whale,net,whalemallet,Sentence,2,Inst,tomwhalenet_nopauses.mp3,tomwhalenetinstleft2_context.png,tomwhalenetmodright2_context.png,tomwhalenetmodright2_context.png,tomwhalenetinstleft2_context.png,2,mod,inst,R,L,604,3019,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/tomwhalenetmodright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/tomwhalenetinstleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_post/tomwhalenet_nopauses.mp3?raw=true,0.205891701
B,Post,114,Kate stung the turtle with the cactus,stung,turtle,cactus,turtleoar,Sentence,2,Inst,kateturtlecactus_nopauses.mp3,kateturtlecactusinstleft2_context.png,kateturtlecactusmodright2_context.png,kateturtlecactusmodright2_context.png,kateturtlecactusinstleft2_context.png,2,mod,inst,R,L,443,3274,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/kateturtlecactusmodright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/kateturtlecactusinstleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_post/kateturtlecactus_nopauses.mp3?raw=true,0.20811941
B,Post,77,Tom jabbed the frog with the carrot,jabbed,frog,carrot,frogladle,Sentence,2,Inst,tomfrogcarrot_nopauses.mp3,tomfrogcarrotinstleft2_context.png,tomfrogcarrotmodright2_context.png,tomfrogcarrotmodright2_context.png,tomfrogcarrotinstleft2_context.png,2,mod,inst,R,L,651,2964,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/tomfrogcarrotmodright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/tomfrogcarrotinstleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_post/tomfrogcarrot_nopauses.mp3?raw=true,0.209173966
B,Post,38,Kate hammered the cow with the horseshoe,hammered,cow,horseshoe,cowoar,Sentence,2,Inst,katecowhorseshoe_nopauses.mp3,katecowhorseshoeinstleft2_context.png,katecowhorseshoemodright2_context.png,katecowhorseshoemodright2_context.png,katecowhorseshoeinstleft2_context.png,2,mod,inst,R,L,405,2954,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/katecowhorseshoemodright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/katecowhorseshoeinstleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_post/katecowhorseshoe_nopauses.mp3?raw=true,0.213208225
B,Post,27,Tom knocked on the fox with the cucumber,knocked on,fox,cucumber,foxladle,Sentence,2,Inst,tomfoxcucumber_nopauses.mp3,tomfoxcucumberinstleft2_context.png,tomfoxcucumbermodright2_context.png,tomfoxcucumbermodright2_context.png,tomfoxcucumberinstleft2_context.png,2,mod,inst,R,L,508,3185,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/tomfoxcucumbermodright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/tomfoxcucumberinstleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_post/tomfoxcucumber_nopauses.mp3?raw=true,0.215343594
B,Post,70,Kate scratched the gorilla with the coral,scratched,gorilla,coral,gorillatennisracket,Sentence,2,Inst,kategorillacoral_nopauses.mp3,kategorillacoralinstleft2_context.png,kategorillacoralmodright2_context.png,kategorillacoralmodright2_context.png,kategorillacoralinstleft2_context.png,2,mod,inst,R,L,407,3130,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/kategorillacoralmodright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/kategorillacoralinstleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_post/kategorillacoral_nopauses.mp3?raw=true,0.244073296
B,Post,88,Kate rubbed the lion with the eraser,rubbed,lion,eraser,lionoar,Sentence,2,Inst,katelioneraser_nopauses.mp3,katelioneraserinstleft2_context.png,katelionerasermodright2_context.png,katelionerasermodright2_context.png,katelioneraserinstleft2_context.png,2,mod,inst,R,L,478,3173,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/katelionerasermodright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/katelioneraserinstleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_post/katelioneraser_nopauses.mp3?raw=true,0.261791944
B,Post,59,Tom tapped the buffalo with the magic wand,tapped,buffalo,magic wand,buffalomallet,Sentence,2,Inst,tombuffalomagicwand_nopauses.mp3,tombuffalomagicwandinstleft2_context.png,tombuffalomagicwandmodright2_context.png,tombuffalomagicwandmodright2_context.png,tombuffalomagicwandinstleft2_context.png,2,mod,inst,R,L,603,3470,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/tombuffalomagicwandmodright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/tombuffalomagicwandinstleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_post/tombuffalomagicwand_nopauses.mp3?raw=true,0.265453227
B,Post,118,Kate stung the gorilla with the lightning bolt,stung,gorilla,lightning bolt,gorillatennisracket,Sentence,2,Inst,kategorillalightningbolt_nopauses.mp3,kategorillalightningboltinstleft2_context.png,kategorillalightningboltmodright2_context.png,kategorillalightningboltmodright2_context.png,kategorillalightningboltinstleft2_context.png,2,mod,inst,R,L,447,3601,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/kategorillalightningboltmodright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/kategorillalightningboltinstleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_post/kategorillalightningbolt_nopauses.mp3?raw=true,0.265468482
B,Post,83,Tom jabbed the buffalo with the stick of celery,jabbed,buffalo,stick of celery,buffalomallet,Sentence,2,Inst,tombuffalocelery_nopauses.mp3,tombuffaloceleryinstleft2_context.png,tombuffalocelerymodright2_context.png,tombuffalocelerymodright2_context.png,tombuffaloceleryinstleft2_context.png,2,mod,inst,R,L,637,3803,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/tombuffalocelerymodright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_post/tombuffaloceleryinstleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_post/tombuffalocelery_nopauses.mp3?raw=true,0.293038024
