Group,Block,TrialOrder,Trial,Sentence,Verb,Noun1,Noun2,ContextNounObj,Type,List,Bias,TrialGroup,AudioFile,CongruentPic,IncongruentPic,image1,image2,targetlocation,image1type,image2type,moddirection,instdirection,VerbTime,audiodur,GitLink_image1,GitLink_image2,GitLink_AudioFile,Rand
A,Pre,11,20,Kate hit the girl with the oven mitt,hit,girl,oven mitt,girloar,Sentence,1,Inst,,kategirlovenmitt_nopauses.mp3,kategirlovenmittinstleft_context.png,kategirlovenmittmodright_context.png,kategirlovenmittmodright_context.png,kategirlovenmittinstleft_context.png,2,mod,inst,R,L,365,2409,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_pre/kategirlovenmittmodright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_pre/kategirlovenmittinstleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_pre/kategirlovenmitt_nopauses.mp3?raw=true,0.096465474
A,Pre,12,50,Kate tapped the cow with the boots,tapped,cow,boots,cowmallet,Sentence,1,Inst,,katecowboots_nopauses.mp3,katecowbootsinstright_context.png,katecowbootsmodleft_context.png,katecowbootsinstright_context.png,katecowbootsmodleft_context.png,1,inst,mod,L,R,485,2751,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_pre/katecowbootsinstright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_pre/katecowbootsmodleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_pre/katecowboots_nopauses.mp3?raw=true,0.098857894
A,Pre,13,94,Kate rubbed the gorilla with the soap,rubbed,gorilla,soap,gorillaoar,Sentence,1,Inst,,kategorillasoap_nopauses.mp3,kategorillasoapinstleft_context.png,kategorillasoapmodright_context.png,kategorillasoapmodright_context.png,kategorillasoapinstleft_context.png,2,mod,inst,R,L,425,2748,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_pre/kategorillasoapmodright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_pre/kategorillasoapinstleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_pre/kategorillasoap_nopauses.mp3?raw=true,0.113184016
A,Pre,14,90,Kate rubbed the turtle with the eraser,rubbed,turtle,eraser,turtletennisracket,Sentence,1,Inst,,kateturtleeraser_nopauses.mp3,kateturtleeraserinstleft_context.png,kateturtleerasermodright_context.png,kateturtleerasermodright_context.png,kateturtleeraserinstleft_context.png,2,mod,inst,R,L,442,3115,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_pre/kateturtleerasermodright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_pre/kateturtleeraserinstleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_pre/kateturtleeraser_nopauses.mp3?raw=true,0.121300058
A,Pre,15,63,Tom scratched the fox with the sandpaper,scratched,fox,sandpaper,foxtennisracket,Sentence,1,Inst,,tomfoxsandpaper_nopauses.mp3,tomfoxsandpaperinstright_context.png,tomfoxsandpapermodleft_context.png,tomfoxsandpaperinstright_context.png,tomfoxsandpapermodleft_context.png,1,inst,mod,L,R,557,3518,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_pre/tomfoxsandpaperinstright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_pre/tomfoxsandpapermodleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_pre/tomfoxsandpaper_nopauses.mp3?raw=true,0.126206402
A,Pre,16,89,Tom rubbed the frog with the eraser,rubbed,frog,eraser,frogtennisracket,Sentence,1,Inst,,tomfrogeraser_nopauses.mp3,tomfrogeraserinstright_context.png,tomfrogerasermodleft_context.png,tomfrogeraserinstright_context.png,tomfrogerasermodleft_context.png,1,inst,mod,L,R,461,3187,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_pre/tomfrogeraserinstright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_pre/tomfrogerasermodleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_pre/tomfrogeraser_nopauses.mp3?raw=true,0.129509845
A,Pre,17,26,Kate knocked on the cow with the cucumber,knocked on,cow,cucumber,cowmallet,Sentence,1,Inst,,katecowcucumber_nopauses.mp3,katecowcucumberinstright_context.png,katecowcucumbermodleft_context.png,katecowcucumberinstright_context.png,katecowcucumbermodleft_context.png,1,inst,mod,L,R,444,2999,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_pre/katecowcucumberinstright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_pre/katecowcucumbermodleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_pre/katecowcucumber_nopauses.mp3?raw=true,0.137153246
A,Pre,18,111,Tom stung the fox with the cactus,stung,fox,cactus,foxtennisracket,Sentence,1,Inst,,tomfoxcactus_nopauses.mp3,tomfoxcactusinstright_context.png,tomfoxcactusmodleft_context.png,tomfoxcactusinstright_context.png,tomfoxcactusmodleft_context.png,1,inst,mod,L,R,681,3469,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_pre/tomfoxcactusinstright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_pre/tomfoxcactusmodleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_pre/tomfoxcactus_nopauses.mp3?raw=true,0.142366892
A,Pre,19,131,Tom slapped the buffalo with the net,slapped,buffalo,net,buffaloladle,Sentence,1,Inst,,tombuffalonet_nopauses.mp3,tombuffalonetinstleft_context.png,tombuffalonetmodright_context.png,tombuffalonetmodright_context.png,tombuffalonetinstleft_context.png,2,mod,inst,R,L,543,2852,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_pre/tombuffalonetmodright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_pre/tombuffalonetinstleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_pre/tombuffalonet_nopauses.mp3?raw=true,0.143201035
A,Pre,20,123,Tom slapped the fox with the notebook,slapped,fox,notebook,foxmallet,Sentence,1,Inst,,tomfoxnotebook_nopauses.mp3,tomfoxnotebookinstleft_context.png,tomfoxnotebookmodright_context.png,tomfoxnotebookmodright_context.png,tomfoxnotebookinstleft_context.png,2,mod,inst,R,L,549,3268,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_pre/tomfoxnotebookmodright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_pre/tomfoxnotebookinstleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_pre/tomfoxnotebook_nopauses.mp3?raw=true,0.164322407
A,Pre,21,25,Tom knocked on the dolphin with the cucumber,knocked on,dolphin,cucumber,dolphinmallet,Sentence,1,Inst,,tomdolphincucumber_nopauses.mp3,tomdolphincucumberinstleft_context.png,tomdolphincucumbermodright_context.png,tomdolphincucumbermodright_context.png,tomdolphincucumberinstleft_context.png,2,mod,inst,R,L,660,3278,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_pre/tomdolphincucumbermodright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_pre/tomdolphincucumberinstleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_pre/tomdolphincucumber_nopauses.mp3?raw=true,0.166658359
A,Pre,22,57,Tom tapped the whale with the magic wand,tapped,whale,magic wand,whaleladle,Sentence,1,Inst,,tomwhalemagicwand_nopauses.mp3,tomwhalemagicwandinstleft_context.png,tomwhalemagicwandmodright_context.png,tomwhalemagicwandmodright_context.png,tomwhalemagicwandinstleft_context.png,2,mod,inst,R,L,601,3184,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_pre/tomwhalemagicwandmodright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_pre/tomwhalemagicwandinstleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_pre/tomwhalemagicwand_nopauses.mp3?raw=true,0.169724402
A,Pre,23,70,Kate scratched the gorilla with the coral,scratched,gorilla,coral,gorillaoar,Sentence,1,Inst,,kategorillacoral_nopauses.mp3,kategorillacoralinstleft_context.png,kategorillacoralmodright_context.png,kategorillacoralmodright_context.png,kategorillacoralinstleft_context.png,2,mod,inst,R,L,407,3130,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_pre/kategorillacoralmodright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_pre/kategorillacoralinstleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_pre/kategorillacoral_nopauses.mp3?raw=true,0.176728001
A,Pre,24,98,Kate crushed the cow with the pear,crushed,cow,pear,cowmallet,Sentence,1,Inst,,katecowpear_nopauses.mp3,katecowpearinstright_context.png,katecowpearmodleft_context.png,katecowpearinstright_context.png,katecowpearmodleft_context.png,1,inst,mod,L,R,388,2813,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_pre/katecowpearinstright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_pre/katecowpearmodleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_pre/katecowpear_nopauses.mp3?raw=true,0.181654717
A,Pre,25,29,Tom knocked on the frog with the cucumber,knocked on,frog,cucumber,frogmallet,Sentence,1,Inst,,tomfrogcucumber_nopauses.mp3,tomfrogcucumberinstleft_context.png,tomfrogcucumbermodright_context.png,tomfrogcucumbermodright_context.png,tomfrogcucumberinstleft_context.png,2,mod,inst,R,L,505,3245,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_pre/tomfrogcucumbermodright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_pre/tomfrogcucumberinstleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_pre/tomfrogcucumber_nopauses.mp3?raw=true,0.183267007
A,Pre,26,104,Kate crushed the girl with the flower,crushed,girl,flower,girlladle,Sentence,1,Inst,,kategirlflower_nopauses.mp3,kategirlflowerinstright_context.png,kategirlflowermodleft_context.png,kategirlflowerinstright_context.png,kategirlflowermodleft_context.png,1,inst,mod,L,R,470,3154,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_pre/kategirlflowerinstright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_pre/kategirlflowermodleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_pre/kategirlflower_nopauses.mp3?raw=true,0.192201259
A,Pre,27,60,Kate tapped the hawk with the magic wand,tapped,hawk,magic wand,hawkladle,Sentence,1,Inst,,katehawkmagicwand_nopauses.mp3,katehawkmagicwandinstright_context.png,katehawkmagicwandmodleft_context.png,katehawkmagicwandinstright_context.png,katehawkmagicwandmodleft_context.png,1,inst,mod,L,R,432,3132,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_pre/katehawkmagicwandinstright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_pre/katehawkmagicwandmodleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_pre/katehawkmagicwand_nopauses.mp3?raw=true,0.201759695
A,Pre,28,67,Tom scratched the pig with the coral,scratched,pig,coral,pigoar,Sentence,1,Inst,,tompigcoral_nopauses.mp3,tompigcoralinstright_context.png,tompigcoralmodleft_context.png,tompigcoralinstright_context.png,tompigcoralmodleft_context.png,1,inst,mod,L,R,545,2828,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_pre/tompigcoralinstright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_pre/tompigcoralmodleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_pre/tompigcoral_nopauses.mp3?raw=true,0.204450717
A,Pre,29,99,Tom crushed the fox with the pear,crushed,fox,pear,foxmallet,Sentence,1,Inst,,tomfoxpear_nopauses.mp3,tomfoxpearinstleft_context.png,tomfoxpearmodright_context.png,tomfoxpearmodright_context.png,tomfoxpearinstleft_context.png,2,mod,inst,R,L,599,2928,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_pre/tomfoxpearmodright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_pre/tomfoxpearinstleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_pre/tomfoxpear_nopauses.mp3?raw=true,0.206728947
A,Pre,30,17,Tom hit the frog with the ball,hit,frog,ball,frogtennisracket,Sentence,1,Inst,,tomfrogball_nopauses.mp3,tomfrogballinstright_context.png,tomfrogballmodleft_context.png,tomfrogballinstright_context.png,tomfrogballmodleft_context.png,1,inst,mod,L,R,466,2307,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_pre/tomfrogballinstright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_pre/tomfrogballmodleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_pre/tomfrogball_nopauses.mp3?raw=true,0.209191402
A,Pre,31,54,Kate tapped the turtle with the boots,tapped,turtle,boots,turtlemallet,Sentence,1,Inst,,kateturtleboots_nopauses.mp3,kateturtlebootsinstright_context.png,kateturtlebootsmodleft_context.png,kateturtlebootsinstright_context.png,kateturtlebootsmodleft_context.png,1,inst,mod,L,R,409,2609,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_pre/kateturtlebootsinstright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_pre/kateturtlebootsmodleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_pre/kateturtleboots_nopauses.mp3?raw=true,0.209945558
A,Pre,32,14,Kate hit the cow with the ball,hit,cow,ball,cowtennisracket,Sentence,1,Inst,,katecowball_nopauses.mp3,katecowballinstleft_context.png,katecowballmodright_context.png,katecowballmodright_context.png,katecowballinstleft_context.png,2,mod,inst,R,L,392,2325,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_pre/katecowballmodright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_pre/katecowballinstleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_pre/katecowball_nopauses.mp3?raw=true,0.215921872
A,Pre,33,12,Kate covered the hawk with the fern,covered,hawk,fern,hawkladle,Sentence,1,Inst,,katehawkfern_nopauses.mp3,katehawkferninstright_context.png,katehawkfernmodleft_context.png,katehawkferninstright_context.png,katehawkfernmodleft_context.png,1,inst,mod,L,R,427,2691,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_pre/katehawkferninstright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_pre/katehawkfernmodleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_pre/katehawkfern_nopauses.mp3?raw=true,0.230827001
A,Pre,34,106,Kate crushed the gorilla with the flower,crushed,gorilla,flower,gorillaladle,Sentence,1,Inst,,kategorillaflower_nopauses.mp3,kategorillaflowerinstright_context.png,kategorillaflowermodleft_context.png,kategorillaflowerinstright_context.png,kategorillaflowermodleft_context.png,1,inst,mod,L,R,495,3139,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_pre/kategorillaflowerinstright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_pre/kategorillaflowermodleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_pre/kategorillaflower_nopauses.mp3?raw=true,0.232668421
A,Pre,35,8,Kate covered the girl with the fern,covered,girl,fern,girlladle,Sentence,1,Inst,,kategirlfern_nopauses.mp3,kategirlferninstright_context.png,kategirlfernmodleft_context.png,kategirlferninstright_context.png,kategirlfernmodleft_context.png,1,inst,mod,L,R,482,2607,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_pre/kategirlferninstright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_pre/kategirlfernmodleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_pre/kategirlfern_nopauses.mp3?raw=true,0.24262429
A,Pre,36,36,Kate knocked on the hawk with the tomato,knocked on,hawk,tomato,hawkladle,Sentence,1,Inst,,katehawktomato_nopauses.mp3,katehawktomatoinstright_context.png,katehawktomatomodleft_context.png,katehawktomatoinstright_context.png,katehawktomatomodleft_context.png,1,inst,mod,L,R,429,2903,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_pre/katehawktomatoinstright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_pre/katehawktomatomodleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_pre/katehawktomato_nopauses.mp3?raw=true,0.244110519
